date,country,confirmed,deaths,recovered
2020-2-13,San Marino,0,0,0
2020-2-14,San Marino,0,0,0
2020-2-15,San Marino,0,0,0
2020-2-16,San Marino,0,0,0
2020-2-17,San Marino,0,0,0
2020-2-18,San Marino,0,0,0
2020-2-19,San Marino,0,0,0
2020-2-20,San Marino,0,0,0
2020-2-21,San Marino,0,0,0
2020-2-22,San Marino,0,0,0
2020-2-23,San Marino,0,0,0
2020-2-24,San Marino,0,0,0
2020-2-25,San Marino,0,0,0
2020-2-26,San Marino,0,0,0
2020-2-27,San Marino,1,0,0
2020-2-28,San Marino,1,0,0
2020-2-29,San Marino,1,0,0
2020-3-1,San Marino,1,0,0
2020-3-2,San Marino,8,0,0
2020-3-3,San Marino,10,1,0
2020-3-4,San Marino,16,1,0
2020-3-5,San Marino,21,1,0
2020-3-6,San Marino,21,1,0
2020-3-7,San Marino,23,1,0
2020-3-8,San Marino,36,1,0
2020-3-9,San Marino,36,1,0
2020-3-10,San Marino,51,2,0
2020-3-11,San Marino,62,2,0
2020-3-12,San Marino,69,3,0
2020-3-13,San Marino,80,5,0
2020-3-14,San Marino,80,5,4
2020-3-15,San Marino,101,5,4
2020-3-16,San Marino,109,7,4
2020-3-17,San Marino,109,7,4
2020-3-18,San Marino,119,11,4
2020-3-19,San Marino,119,11,4
2020-3-20,San Marino,144,14,4
2020-3-21,San Marino,144,20,4
2020-3-22,San Marino,175,20,4
2020-3-23,San Marino,187,20,4
2020-3-24,San Marino,187,21,4
2020-3-25,San Marino,208,21,4
2020-3-26,San Marino,208,21,4
2020-1-22,Mongolia,0,0,0
2020-1-23,Mongolia,0,0,0
2020-1-24,Mongolia,0,0,0
2020-1-25,Mongolia,0,0,0
2020-1-26,Mongolia,0,0,0
2020-1-27,Mongolia,0,0,0
2020-1-28,Mongolia,0,0,0
2020-1-29,Mongolia,0,0,0
2020-1-30,Mongolia,0,0,0
2020-1-31,Mongolia,0,0,0
2020-2-1,Mongolia,0,0,0
2020-2-2,Mongolia,0,0,0
2020-2-3,Mongolia,0,0,0
2020-2-4,Mongolia,0,0,0
2020-2-5,Mongolia,0,0,0
2020-2-6,Mongolia,0,0,0
2020-2-7,Mongolia,0,0,0
2020-2-8,Mongolia,0,0,0
2020-2-9,Mongolia,0,0,0
2020-2-10,Mongolia,0,0,0
2020-2-11,Mongolia,0,0,0
2020-2-12,Mongolia,0,0,0
2020-2-13,Mongolia,0,0,0
2020-2-14,Mongolia,0,0,0
2020-2-15,Mongolia,0,0,0
2020-2-16,Mongolia,0,0,0
2020-2-17,Mongolia,0,0,0
2020-2-18,Mongolia,0,0,0
2020-2-19,Mongolia,0,0,0
2020-2-20,Mongolia,0,0,0
2020-2-21,Mongolia,0,0,0
2020-2-22,Mongolia,0,0,0
2020-2-23,Mongolia,0,0,0
2020-2-24,Mongolia,0,0,0
2020-2-25,Mongolia,0,0,0
2020-2-26,Mongolia,0,0,0
2020-2-27,Mongolia,0,0,0
2020-2-28,Mongolia,0,0,0
2020-2-29,Mongolia,0,0,0
2020-3-1,Mongolia,0,0,0
2020-3-2,Mongolia,0,0,0
2020-3-3,Mongolia,0,0,0
2020-3-4,Mongolia,0,0,0
2020-3-5,Mongolia,0,0,0
2020-3-6,Mongolia,0,0,0
2020-3-7,Mongolia,0,0,0
2020-3-8,Mongolia,0,0,0
2020-3-9,Mongolia,0,0,0
2020-3-10,Mongolia,1,0,0
2020-3-11,Mongolia,1,0,0
2020-3-12,Mongolia,1,0,0
2020-3-13,Mongolia,1,0,0
2020-3-14,Mongolia,1,0,0
2020-3-15,Mongolia,1,0,0
2020-3-16,Mongolia,1,0,0
2020-3-17,Mongolia,5,0,0
2020-3-18,Mongolia,6,0,0
2020-3-19,Mongolia,6,0,0
2020-3-20,Mongolia,6,0,0
2020-3-21,Mongolia,10,0,0
2020-3-22,Mongolia,10,0,0
2020-3-23,Mongolia,10,0,0
2020-3-24,Mongolia,10,0,0
2020-3-25,Mongolia,10,0,0
2020-3-26,Mongolia,11,0,0
2020-1-22,France,0,0,0
2020-1-23,France,0,0,0
2020-1-24,France,2,0,0
2020-1-25,France,3,0,0
2020-1-26,France,3,0,0
2020-1-27,France,3,0,0
2020-1-28,France,4,0,0
2020-1-29,France,5,0,0
2020-1-30,France,5,0,0
2020-1-31,France,5,0,0
2020-2-1,France,6,0,0
2020-2-2,France,6,0,0
2020-2-3,France,6,0,0
2020-2-4,France,6,0,0
2020-2-5,France,6,0,0
2020-2-6,France,6,0,0
2020-2-7,France,6,0,0
2020-2-8,France,11,0,0
2020-2-9,France,11,0,0
2020-2-10,France,11,0,0
2020-2-11,France,11,0,0
2020-2-12,France,11,0,2
2020-2-13,France,11,0,2
2020-2-14,France,11,0,2
2020-2-15,France,12,1,4
2020-2-16,France,12,1,4
2020-2-17,France,12,1,4
2020-2-18,France,12,1,4
2020-2-19,France,12,1,4
2020-2-20,France,12,1,4
2020-2-21,France,12,1,4
2020-2-22,France,12,1,4
2020-2-23,France,12,1,4
2020-2-24,France,12,1,4
2020-2-25,France,14,1,11
2020-2-26,France,18,2,11
2020-2-27,France,38,2,11
2020-2-28,France,57,2,11
2020-2-29,France,100,2,12
2020-3-1,France,130,2,12
2020-3-2,France,191,3,12
2020-3-3,France,204,4,12
2020-3-4,France,288,4,12
2020-3-5,France,380,6,12
2020-3-6,France,656,9,12
2020-3-7,France,959,11,12
2020-3-8,France,1136,19,12
2020-3-9,France,1219,19,12
2020-3-10,France,1794,33,12
2020-3-11,France,2293,48,12
2020-3-12,France,2293,48,12
2020-3-13,France,3681,79,12
2020-3-14,France,4496,91,12
2020-3-15,France,4532,91,12
2020-3-16,France,6683,149,12
2020-3-17,France,7715,149,12
2020-3-18,France,9124,149,12
2020-3-19,France,10970,244,12
2020-3-20,France,12758,451,12
2020-3-21,France,14463,563,12
2020-3-22,France,16243,676,2206
2020-3-23,France,20123,862,2206
2020-3-24,France,22622,1102,3250
2020-3-25,France,25600,1333,3907
2020-3-26,France,29551,1698,4955
2020-1-22,Diamond Princess,0,0,0
2020-1-23,Diamond Princess,0,0,0
2020-1-24,Diamond Princess,0,0,0
2020-1-25,Diamond Princess,0,0,0
2020-1-26,Diamond Princess,0,0,0
2020-1-27,Diamond Princess,0,0,0
2020-1-28,Diamond Princess,0,0,0
2020-1-29,Diamond Princess,0,0,0
2020-1-30,Diamond Princess,0,0,0
2020-1-31,Diamond Princess,0,0,0
2020-2-1,Diamond Princess,0,0,0
2020-2-2,Diamond Princess,0,0,0
2020-2-3,Diamond Princess,0,0,0
2020-2-4,Diamond Princess,0,0,0
2020-2-5,Diamond Princess,0,0,0
2020-2-6,Diamond Princess,0,0,0
2020-2-7,Diamond Princess,61,0,0
2020-2-8,Diamond Princess,61,0,0
2020-2-9,Diamond Princess,64,0,0
2020-2-10,Diamond Princess,135,0,0
2020-2-11,Diamond Princess,135,0,0
2020-2-12,Diamond Princess,175,0,0
2020-2-13,Diamond Princess,175,0,0
2020-2-14,Diamond Princess,218,0,0
2020-2-15,Diamond Princess,285,0,0
2020-2-16,Diamond Princess,355,0,0
2020-2-17,Diamond Princess,454,0,0
2020-2-18,Diamond Princess,542,0,0
2020-2-19,Diamond Princess,621,0,1
2020-2-20,Diamond Princess,634,2,1
2020-2-21,Diamond Princess,634,2,1
2020-2-22,Diamond Princess,634,2,1
2020-2-23,Diamond Princess,691,3,0
2020-2-24,Diamond Princess,691,3,0
2020-2-25,Diamond Princess,691,3,0
2020-2-26,Diamond Princess,705,4,10
2020-2-27,Diamond Princess,705,4,10
2020-2-28,Diamond Princess,705,6,10
2020-2-29,Diamond Princess,705,6,10
2020-3-1,Diamond Princess,705,6,10
2020-3-2,Diamond Princess,705,6,10
2020-3-3,Diamond Princess,706,6,10
2020-3-4,Diamond Princess,706,6,10
2020-3-5,Diamond Princess,706,6,10
2020-3-6,Diamond Princess,706,6,40
2020-3-7,Diamond Princess,706,6,40
2020-3-8,Diamond Princess,706,6,40
2020-3-9,Diamond Princess,706,6,40
2020-3-10,Diamond Princess,706,6,40
2020-3-11,Diamond Princess,706,7,325
2020-3-12,Diamond Princess,706,7,325
2020-3-13,Diamond Princess,706,7,325
2020-3-14,Diamond Princess,706,7,325
2020-3-15,Diamond Princess,706,7,325
2020-3-16,Diamond Princess,706,7,325
2020-3-17,Diamond Princess,706,7,325
2020-3-18,Diamond Princess,712,7,325
2020-3-19,Diamond Princess,712,7,325
2020-3-20,Diamond Princess,712,7,325
2020-3-21,Diamond Princess,712,8,325
2020-3-22,Diamond Princess,712,8,325
2020-3-23,Diamond Princess,712,8,325
2020-3-24,Diamond Princess,712,10,325
2020-3-25,Diamond Princess,712,10,587
2020-3-26,Diamond Princess,712,10,597
2020-1-22,Rwanda,0,0,0
2020-1-23,Rwanda,0,0,0
2020-1-24,Rwanda,0,0,0
2020-1-25,Rwanda,0,0,0
2020-1-26,Rwanda,0,0,0
2020-1-27,Rwanda,0,0,0
2020-1-28,Rwanda,0,0,0
2020-1-29,Rwanda,0,0,0
2020-1-30,Rwanda,0,0,0
2020-1-31,Rwanda,0,0,0
2020-2-1,Rwanda,0,0,0
2020-2-2,Rwanda,0,0,0
2020-2-3,Rwanda,0,0,0
2020-2-4,Rwanda,0,0,0
2020-2-5,Rwanda,0,0,0
2020-2-6,Rwanda,0,0,0
2020-2-7,Rwanda,0,0,0
2020-2-8,Rwanda,0,0,0
2020-2-9,Rwanda,0,0,0
2020-2-10,Rwanda,0,0,0
2020-2-11,Rwanda,0,0,0
2020-2-12,Rwanda,0,0,0
2020-2-13,Rwanda,0,0,0
2020-2-14,Rwanda,0,0,0
2020-2-15,Rwanda,0,0,0
2020-2-16,Rwanda,0,0,0
2020-2-17,Rwanda,0,0,0
2020-2-18,Rwanda,0,0,0
2020-2-19,Rwanda,0,0,0
2020-2-20,Rwanda,0,0,0
2020-2-21,Rwanda,0,0,0
2020-2-22,Rwanda,0,0,0
2020-2-23,Rwanda,0,0,0
2020-2-24,Rwanda,0,0,0
2020-2-25,Rwanda,0,0,0
2020-2-26,Rwanda,0,0,0
2020-2-27,Rwanda,0,0,0
2020-2-28,Rwanda,0,0,0
2020-2-29,Rwanda,0,0,0
2020-3-1,Rwanda,0,0,0
2020-3-2,Rwanda,0,0,0
2020-3-3,Rwanda,0,0,0
2020-3-4,Rwanda,0,0,0
2020-3-5,Rwanda,0,0,0
2020-3-6,Rwanda,0,0,0
2020-3-7,Rwanda,0,0,0
2020-3-8,Rwanda,0,0,0
2020-3-9,Rwanda,0,0,0
2020-3-10,Rwanda,0,0,0
2020-3-11,Rwanda,0,0,0
2020-3-12,Rwanda,0,0,0
2020-3-13,Rwanda,0,0,0
2020-3-14,Rwanda,1,0,0
2020-3-15,Rwanda,1,0,0
2020-3-16,Rwanda,5,0,0
2020-3-17,Rwanda,7,0,0
2020-3-18,Rwanda,8,0,0
2020-3-19,Rwanda,8,0,0
2020-3-20,Rwanda,17,0,0
2020-3-21,Rwanda,17,0,0
2020-3-22,Rwanda,19,0,0
2020-3-23,Rwanda,36,0,0
2020-3-24,Rwanda,40,0,0
2020-3-25,Rwanda,41,0,0
2020-3-26,Rwanda,50,0,0
2020-1-22,Slovakia,0,0,0
2020-1-23,Slovakia,0,0,0
2020-1-24,Slovakia,0,0,0
2020-1-25,Slovakia,0,0,0
2020-1-26,Slovakia,0,0,0
2020-1-27,Slovakia,0,0,0
2020-1-28,Slovakia,0,0,0
2020-1-29,Slovakia,0,0,0
2020-1-30,Slovakia,0,0,0
2020-1-31,Slovakia,0,0,0
2020-2-1,Slovakia,0,0,0
2020-2-2,Slovakia,0,0,0
2020-2-3,Slovakia,0,0,0
2020-2-4,Slovakia,0,0,0
2020-2-5,Slovakia,0,0,0
2020-2-6,Slovakia,0,0,0
2020-2-7,Slovakia,0,0,0
2020-2-8,Slovakia,0,0,0
2020-2-9,Slovakia,0,0,0
2020-2-10,Slovakia,0,0,0
2020-2-11,Slovakia,0,0,0
2020-2-12,Slovakia,0,0,0
2020-2-13,Slovakia,0,0,0
2020-2-14,Slovakia,0,0,0
2020-2-15,Slovakia,0,0,0
2020-2-16,Slovakia,0,0,0
2020-2-17,Slovakia,0,0,0
2020-2-18,Slovakia,0,0,0
2020-2-19,Slovakia,0,0,0
2020-2-20,Slovakia,0,0,0
2020-2-21,Slovakia,0,0,0
2020-2-22,Slovakia,0,0,0
2020-2-23,Slovakia,0,0,0
2020-2-24,Slovakia,0,0,0
2020-2-25,Slovakia,0,0,0
2020-2-26,Slovakia,0,0,0
2020-2-27,Slovakia,0,0,0
2020-2-28,Slovakia,0,0,0
2020-2-29,Slovakia,0,0,0
2020-3-1,Slovakia,0,0,0
2020-3-2,Slovakia,0,0,0
2020-3-3,Slovakia,0,0,0
2020-3-4,Slovakia,0,0,0
2020-3-5,Slovakia,0,0,0
2020-3-6,Slovakia,1,0,0
2020-3-7,Slovakia,1,0,0
2020-3-8,Slovakia,3,0,0
2020-3-9,Slovakia,3,0,0
2020-3-10,Slovakia,7,0,0
2020-3-11,Slovakia,10,0,0
2020-3-12,Slovakia,16,0,0
2020-3-13,Slovakia,32,0,0
2020-3-14,Slovakia,44,0,0
2020-3-15,Slovakia,54,0,0
2020-3-16,Slovakia,63,0,0
2020-3-17,Slovakia,72,0,0
2020-3-18,Slovakia,105,1,0
2020-3-19,Slovakia,123,1,0
2020-3-20,Slovakia,137,1,0
2020-3-21,Slovakia,178,1,0
2020-3-22,Slovakia,185,0,7
2020-3-23,Slovakia,186,0,7
2020-3-24,Slovakia,204,0,7
2020-3-25,Slovakia,216,0,7
2020-3-26,Slovakia,226,0,2
2020-1-22,Somalia,0,0,0
2020-1-23,Somalia,0,0,0
2020-1-24,Somalia,0,0,0
2020-1-25,Somalia,0,0,0
2020-1-26,Somalia,0,0,0
2020-1-27,Somalia,0,0,0
2020-1-28,Somalia,0,0,0
2020-1-29,Somalia,0,0,0
2020-1-30,Somalia,0,0,0
2020-1-31,Somalia,0,0,0
2020-2-1,Somalia,0,0,0
2020-2-2,Somalia,0,0,0
2020-2-3,Somalia,0,0,0
2020-2-4,Somalia,0,0,0
2020-2-5,Somalia,0,0,0
2020-2-6,Somalia,0,0,0
2020-2-7,Somalia,0,0,0
2020-2-8,Somalia,0,0,0
2020-2-9,Somalia,0,0,0
2020-2-10,Somalia,0,0,0
2020-2-11,Somalia,0,0,0
2020-2-12,Somalia,0,0,0
2020-2-13,Somalia,0,0,0
2020-2-14,Somalia,0,0,0
2020-2-15,Somalia,0,0,0
2020-2-16,Somalia,0,0,0
2020-2-17,Somalia,0,0,0
2020-2-18,Somalia,0,0,0
2020-2-19,Somalia,0,0,0
2020-2-20,Somalia,0,0,0
2020-2-21,Somalia,0,0,0
2020-2-22,Somalia,0,0,0
2020-2-23,Somalia,0,0,0
2020-2-24,Somalia,0,0,0
2020-2-25,Somalia,0,0,0
2020-2-26,Somalia,0,0,0
2020-2-27,Somalia,0,0,0
2020-2-28,Somalia,0,0,0
2020-2-29,Somalia,0,0,0
2020-3-1,Somalia,0,0,0
2020-3-2,Somalia,0,0,0
2020-3-3,Somalia,0,0,0
2020-3-4,Somalia,0,0,0
2020-3-5,Somalia,0,0,0
2020-3-6,Somalia,0,0,0
2020-3-7,Somalia,0,0,0
2020-3-8,Somalia,0,0,0
2020-3-9,Somalia,0,0,0
2020-3-10,Somalia,0,0,0
2020-3-11,Somalia,0,0,0
2020-3-12,Somalia,0,0,0
2020-3-13,Somalia,0,0,0
2020-3-14,Somalia,0,0,0
2020-3-15,Somalia,0,0,0
2020-3-16,Somalia,1,0,0
2020-3-17,Somalia,1,0,0
2020-3-18,Somalia,1,0,0
2020-3-19,Somalia,1,0,0
2020-3-20,Somalia,1,0,0
2020-3-21,Somalia,1,0,0
2020-3-22,Somalia,1,0,0
2020-3-23,Somalia,1,0,0
2020-3-24,Somalia,1,0,0
2020-3-25,Somalia,1,0,0
2020-3-26,Somalia,2,0,0
2020-1-22,Peru,0,0,0
2020-1-23,Peru,0,0,0
2020-1-24,Peru,0,0,0
2020-1-25,Peru,0,0,0
2020-1-26,Peru,0,0,0
2020-1-27,Peru,0,0,0
2020-1-28,Peru,0,0,0
2020-1-29,Peru,0,0,0
2020-1-30,Peru,0,0,0
2020-1-31,Peru,0,0,0
2020-2-1,Peru,0,0,0
2020-2-2,Peru,0,0,0
2020-2-3,Peru,0,0,0
2020-2-4,Peru,0,0,0
2020-2-5,Peru,0,0,0
2020-2-6,Peru,0,0,0
2020-2-7,Peru,0,0,0
2020-2-8,Peru,0,0,0
2020-2-9,Peru,0,0,0
2020-2-10,Peru,0,0,0
2020-2-11,Peru,0,0,0
2020-2-12,Peru,0,0,0
2020-2-13,Peru,0,0,0
2020-2-14,Peru,0,0,0
2020-2-15,Peru,0,0,0
2020-2-16,Peru,0,0,0
2020-2-17,Peru,0,0,0
2020-2-18,Peru,0,0,0
2020-2-19,Peru,0,0,0
2020-2-20,Peru,0,0,0
2020-2-21,Peru,0,0,0
2020-2-22,Peru,0,0,0
2020-2-23,Peru,0,0,0
2020-2-24,Peru,0,0,0
2020-2-25,Peru,0,0,0
2020-2-26,Peru,0,0,0
2020-2-27,Peru,0,0,0
2020-2-28,Peru,0,0,0
2020-2-29,Peru,0,0,0
2020-3-1,Peru,0,0,0
2020-3-2,Peru,0,0,0
2020-3-3,Peru,0,0,0
2020-3-4,Peru,0,0,0
2020-3-5,Peru,0,0,0
2020-3-6,Peru,1,0,0
2020-3-7,Peru,1,0,0
2020-3-8,Peru,6,0,0
2020-3-9,Peru,7,0,0
2020-3-10,Peru,11,0,0
2020-3-11,Peru,11,0,0
2020-3-12,Peru,15,0,0
2020-3-13,Peru,28,0,0
2020-3-14,Peru,38,0,0
2020-3-15,Peru,43,0,0
2020-3-16,Peru,86,0,0
2020-3-17,Peru,117,0,1
2020-3-18,Peru,145,0,1
2020-3-19,Peru,234,0,1
2020-3-20,Peru,234,3,1
2020-3-21,Peru,318,5,1
2020-3-22,Peru,363,5,1
2020-3-23,Peru,395,5,1
2020-3-24,Peru,416,7,1
2020-3-25,Peru,480,9,1
2020-3-26,Peru,580,9,14
2020-1-22,Laos,0,0,0
2020-1-23,Laos,0,0,0
2020-1-24,Laos,0,0,0
2020-1-25,Laos,0,0,0
2020-1-26,Laos,0,0,0
2020-1-27,Laos,0,0,0
2020-1-28,Laos,0,0,0
2020-1-29,Laos,0,0,0
2020-1-30,Laos,0,0,0
2020-1-31,Laos,0,0,0
2020-2-1,Laos,0,0,0
2020-2-2,Laos,0,0,0
2020-2-3,Laos,0,0,0
2020-2-4,Laos,0,0,0
2020-2-5,Laos,0,0,0
2020-2-6,Laos,0,0,0
2020-2-7,Laos,0,0,0
2020-2-8,Laos,0,0,0
2020-2-9,Laos,0,0,0
2020-2-10,Laos,0,0,0
2020-2-11,Laos,0,0,0
2020-2-12,Laos,0,0,0
2020-2-13,Laos,0,0,0
2020-2-14,Laos,0,0,0
2020-2-15,Laos,0,0,0
2020-2-16,Laos,0,0,0
2020-2-17,Laos,0,0,0
2020-2-18,Laos,0,0,0
2020-2-19,Laos,0,0,0
2020-2-20,Laos,0,0,0
2020-2-21,Laos,0,0,0
2020-2-22,Laos,0,0,0
2020-2-23,Laos,0,0,0
2020-2-24,Laos,0,0,0
2020-2-25,Laos,0,0,0
2020-2-26,Laos,0,0,0
2020-2-27,Laos,0,0,0
2020-2-28,Laos,0,0,0
2020-2-29,Laos,0,0,0
2020-3-1,Laos,0,0,0
2020-3-2,Laos,0,0,0
2020-3-3,Laos,0,0,0
2020-3-4,Laos,0,0,0
2020-3-5,Laos,0,0,0
2020-3-6,Laos,0,0,0
2020-3-7,Laos,0,0,0
2020-3-8,Laos,0,0,0
2020-3-9,Laos,0,0,0
2020-3-10,Laos,0,0,0
2020-3-11,Laos,0,0,0
2020-3-12,Laos,0,0,0
2020-3-13,Laos,0,0,0
2020-3-14,Laos,0,0,0
2020-3-15,Laos,0,0,0
2020-3-16,Laos,0,0,0
2020-3-17,Laos,0,0,0
2020-3-18,Laos,0,0,0
2020-3-19,Laos,0,0,0
2020-3-20,Laos,0,0,0
2020-3-21,Laos,0,0,0
2020-3-22,Laos,0,0,0
2020-3-23,Laos,0,0,0
2020-3-24,Laos,2,0,0
2020-3-25,Laos,3,0,0
2020-3-26,Laos,6,0,0
2020-1-22,Norway,0,0,0
2020-1-23,Norway,0,0,0
2020-1-24,Norway,0,0,0
2020-1-25,Norway,0,0,0
2020-1-26,Norway,0,0,0
2020-1-27,Norway,0,0,0
2020-1-28,Norway,0,0,0
2020-1-29,Norway,0,0,0
2020-1-30,Norway,0,0,0
2020-1-31,Norway,0,0,0
2020-2-1,Norway,0,0,0
2020-2-2,Norway,0,0,0
2020-2-3,Norway,0,0,0
2020-2-4,Norway,0,0,0
2020-2-5,Norway,0,0,0
2020-2-6,Norway,0,0,0
2020-2-7,Norway,0,0,0
2020-2-8,Norway,0,0,0
2020-2-9,Norway,0,0,0
2020-2-10,Norway,0,0,0
2020-2-11,Norway,0,0,0
2020-2-12,Norway,0,0,0
2020-2-13,Norway,0,0,0
2020-2-14,Norway,0,0,0
2020-2-15,Norway,0,0,0
2020-2-16,Norway,0,0,0
2020-2-17,Norway,0,0,0
2020-2-18,Norway,0,0,0
2020-2-19,Norway,0,0,0
2020-2-20,Norway,0,0,0
2020-2-21,Norway,0,0,0
2020-2-22,Norway,0,0,0
2020-2-23,Norway,0,0,0
2020-2-24,Norway,0,0,0
2020-2-25,Norway,0,0,0
2020-2-26,Norway,1,0,0
2020-2-27,Norway,1,0,0
2020-2-28,Norway,6,0,0
2020-2-29,Norway,15,0,0
2020-3-1,Norway,19,0,0
2020-3-2,Norway,25,0,0
2020-3-3,Norway,32,0,0
2020-3-4,Norway,56,0,0
2020-3-5,Norway,87,0,0
2020-3-6,Norway,108,0,0
2020-3-7,Norway,147,0,0
2020-3-8,Norway,176,0,0
2020-3-9,Norway,205,0,1
2020-3-10,Norway,400,0,1
2020-3-11,Norway,598,0,1
2020-3-12,Norway,702,0,1
2020-3-13,Norway,996,0,1
2020-3-14,Norway,1090,3,1
2020-3-15,Norway,1221,3,1
2020-3-16,Norway,1333,3,1
2020-3-17,Norway,1463,3,1
2020-3-18,Norway,1550,6,1
2020-3-19,Norway,1746,7,1
2020-3-20,Norway,1914,7,1
2020-3-21,Norway,2118,7,1
2020-3-22,Norway,2385,7,1
2020-3-23,Norway,2621,10,1
2020-3-24,Norway,2863,12,6
2020-3-25,Norway,3084,14,6
2020-3-26,Norway,3369,14,6
2020-1-22,Cote d'Ivoire,0,0,0
2020-1-23,Cote d'Ivoire,0,0,0
2020-1-24,Cote d'Ivoire,0,0,0
2020-1-25,Cote d'Ivoire,0,0,0
2020-1-26,Cote d'Ivoire,0,0,0
2020-1-27,Cote d'Ivoire,0,0,0
2020-1-28,Cote d'Ivoire,0,0,0
2020-1-29,Cote d'Ivoire,0,0,0
2020-1-30,Cote d'Ivoire,0,0,0
2020-1-31,Cote d'Ivoire,0,0,0
2020-2-1,Cote d'Ivoire,0,0,0
2020-2-2,Cote d'Ivoire,0,0,0
2020-2-3,Cote d'Ivoire,0,0,0
2020-2-4,Cote d'Ivoire,0,0,0
2020-2-5,Cote d'Ivoire,0,0,0
2020-2-6,Cote d'Ivoire,0,0,0
2020-2-7,Cote d'Ivoire,0,0,0
2020-2-8,Cote d'Ivoire,0,0,0
2020-2-9,Cote d'Ivoire,0,0,0
2020-2-10,Cote d'Ivoire,0,0,0
2020-2-11,Cote d'Ivoire,0,0,0
2020-2-12,Cote d'Ivoire,0,0,0
2020-2-13,Cote d'Ivoire,0,0,0
2020-2-14,Cote d'Ivoire,0,0,0
2020-2-15,Cote d'Ivoire,0,0,0
2020-2-16,Cote d'Ivoire,0,0,0
2020-2-17,Cote d'Ivoire,0,0,0
2020-2-18,Cote d'Ivoire,0,0,0
2020-2-19,Cote d'Ivoire,0,0,0
2020-2-20,Cote d'Ivoire,0,0,0
2020-2-21,Cote d'Ivoire,0,0,0
2020-2-22,Cote d'Ivoire,0,0,0
2020-2-23,Cote d'Ivoire,0,0,0
2020-2-24,Cote d'Ivoire,0,0,0
2020-2-25,Cote d'Ivoire,0,0,0
2020-2-26,Cote d'Ivoire,0,0,0
2020-2-27,Cote d'Ivoire,0,0,0
2020-2-28,Cote d'Ivoire,0,0,0
2020-2-29,Cote d'Ivoire,0,0,0
2020-3-1,Cote d'Ivoire,0,0,0
2020-3-2,Cote d'Ivoire,0,0,0
2020-3-3,Cote d'Ivoire,0,0,0
2020-3-4,Cote d'Ivoire,0,0,0
2020-3-5,Cote d'Ivoire,0,0,0
2020-3-6,Cote d'Ivoire,0,0,0
2020-3-7,Cote d'Ivoire,0,0,0
2020-3-8,Cote d'Ivoire,0,0,0
2020-3-9,Cote d'Ivoire,0,0,0
2020-3-10,Cote d'Ivoire,0,0,0
2020-3-11,Cote d'Ivoire,1,0,0
2020-3-12,Cote d'Ivoire,1,0,0
2020-3-13,Cote d'Ivoire,1,0,0
2020-3-14,Cote d'Ivoire,1,0,0
2020-3-15,Cote d'Ivoire,1,0,0
2020-3-16,Cote d'Ivoire,1,0,0
2020-3-17,Cote d'Ivoire,5,0,1
2020-3-18,Cote d'Ivoire,6,0,1
2020-3-19,Cote d'Ivoire,9,0,1
2020-3-20,Cote d'Ivoire,9,0,1
2020-3-21,Cote d'Ivoire,14,0,1
2020-3-22,Cote d'Ivoire,14,0,1
2020-3-23,Cote d'Ivoire,25,0,1
2020-3-24,Cote d'Ivoire,73,0,2
2020-3-25,Cote d'Ivoire,80,0,3
2020-3-26,Cote d'Ivoire,96,0,3
2020-1-22,Benin,0,0,0
2020-1-23,Benin,0,0,0
2020-1-24,Benin,0,0,0
2020-1-25,Benin,0,0,0
2020-1-26,Benin,0,0,0
2020-1-27,Benin,0,0,0
2020-1-28,Benin,0,0,0
2020-1-29,Benin,0,0,0
2020-1-30,Benin,0,0,0
2020-1-31,Benin,0,0,0
2020-2-1,Benin,0,0,0
2020-2-2,Benin,0,0,0
2020-2-3,Benin,0,0,0
2020-2-4,Benin,0,0,0
2020-2-5,Benin,0,0,0
2020-2-6,Benin,0,0,0
2020-2-7,Benin,0,0,0
2020-2-8,Benin,0,0,0
2020-2-9,Benin,0,0,0
2020-2-10,Benin,0,0,0
2020-2-11,Benin,0,0,0
2020-2-12,Benin,0,0,0
2020-2-13,Benin,0,0,0
2020-2-14,Benin,0,0,0
2020-2-15,Benin,0,0,0
2020-2-16,Benin,0,0,0
2020-2-17,Benin,0,0,0
2020-2-18,Benin,0,0,0
2020-2-19,Benin,0,0,0
2020-2-20,Benin,0,0,0
2020-2-21,Benin,0,0,0
2020-2-22,Benin,0,0,0
2020-2-23,Benin,0,0,0
2020-2-24,Benin,0,0,0
2020-2-25,Benin,0,0,0
2020-2-26,Benin,0,0,0
2020-2-27,Benin,0,0,0
2020-2-28,Benin,0,0,0
2020-2-29,Benin,0,0,0
2020-3-1,Benin,0,0,0
2020-3-2,Benin,0,0,0
2020-3-3,Benin,0,0,0
2020-3-4,Benin,0,0,0
2020-3-5,Benin,0,0,0
2020-3-6,Benin,0,0,0
2020-3-7,Benin,0,0,0
2020-3-8,Benin,0,0,0
2020-3-9,Benin,0,0,0
2020-3-10,Benin,0,0,0
2020-3-11,Benin,0,0,0
2020-3-12,Benin,0,0,0
2020-3-13,Benin,0,0,0
2020-3-14,Benin,0,0,0
2020-3-15,Benin,0,0,0
2020-3-16,Benin,1,0,0
2020-3-17,Benin,1,0,0
2020-3-18,Benin,2,0,0
2020-3-19,Benin,2,0,0
2020-3-20,Benin,2,0,0
2020-3-21,Benin,2,0,0
2020-3-22,Benin,2,0,0
2020-3-23,Benin,5,0,0
2020-3-24,Benin,6,0,0
